Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
05/31/2023,Oklahoma,2021,16,2021-04-24,786,704,,153,20,27,,47,,,,228,29,39,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,17,2021-05-01,739,667,,146,25,29,,52,,12,,213,28,14,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,18,2021-05-08,824,732,,161,27,32,12,47,,,,231,30,33,26,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,19,2021-05-15,789,701,,157,25,29,,44,,15,0,220,39,36,24,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
05/31/2023,Oklahoma,2021,20,2021-05-22,786,717,,158,42,28,,62,,,,206,27,20,13,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,21,2021-05-29,750,685,,153,27,29,,48,,11,,205,22,30,21,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,22,2021-06-05,757,653,,147,25,26,14,43,,,,192,31,21,12,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,23,2021-06-12,837,764,,151,31,24,13,55,,11,,244,45,33,27,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,24,2021-06-19,830,741,,167,28,24,11,47,12,,,224,36,25,19,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,25,2021-06-26,784,694,,156,29,33,,49,,,,211,29,29,22,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,26,2021-07-03,804,732,,172,22,29,10,58,,10,,212,35,26,19,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,27,2021-07-10,822,724,,172,37,26,12,44,,14,,194,37,33,25,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,28,2021-07-17,779,696,12,147,24,20,,55,,,,204,37,40,31,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,29,2021-07-24,846,773,,161,25,26,14,57,,,,212,45,57,54,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,30,2021-07-31,934,826,,173,22,34,,51,13,,,239,33,95,86,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,31,2021-08-07,941,856,,175,23,27,11,57,,,,197,35,160,146,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,32,2021-08-14,"1,016",934,,187,29,26,,54,,,,246,35,208,188,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,33,2021-08-21,"1,132","1,036",,171,33,30,,58,11,13,,238,32,285,262,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,34,2021-08-28,"1,120","1,011",,171,45,26,13,59,19,,,231,28,278,236,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,35,2021-09-04,"1,131","1,046",,158,36,33,13,55,,,,206,29,339,310,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,36,2021-09-11,"1,137","1,058",11,140,26,38,,55,,11,,255,45,319,284,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,37,2021-09-18,"1,108","1,020",,141,43,22,,82,,10,,239,36,305,271,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,38,2021-09-25,"1,105","1,010",,175,38,30,11,44,,,,233,37,278,241,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,39,2021-10-02,"1,061",968,,166,29,33,,43,,12,,223,35,248,222,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,40,2021-10-09,982,893,,143,23,32,11,55,,16,,236,33,187,163,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,41,2021-10-16,964,883,14,148,30,20,10,52,,,,262,26,162,147,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,42,2021-10-23,922,857,,157,34,37,,50,10,,,225,32,148,117,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,43,2021-10-30,921,825,,144,30,36,,60,,,,207,40,128,110,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,44,2021-11-06,909,813,,144,32,26,10,52,,,,240,32,113,88,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,45,2021-11-13,868,772,,173,37,32,,38,,,,218,41,92,77,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,46,2021-11-20,913,826,,170,37,22,,49,,10,,242,44,103,80,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,47,2021-11-27,864,796,,150,30,25,,66,,10,,216,30,95,79,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,48,2021-12-04,959,867,,166,15,39,23,57,,,10,221,37,114,102,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2021,49,2021-12-11,"1,017",936,,159,26,44,,76,,,,269,36,128,109,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,50,2021-12-18,"1,001",923,,155,42,27,,69,10,,,241,42,145,122,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,51,2021-12-25,"1,004",926,,148,29,37,14,65,,11,12,239,47,149,123,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
05/31/2023,Oklahoma,2021,52,2022-01-01,"1,035",948,,150,28,33,12,66,,11,,269,29,182,155,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,1,2022-01-08,"1,107","1,019",,180,32,45,15,71,,11,,251,33,205,186,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,2,2022-01-15,"1,262","1,171",,170,33,50,25,91,10,,0,283,43,293,247,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2022,3,2022-01-22,"1,303","1,221",,157,34,49,18,75,,,,308,49,395,329,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,4,2022-01-29,"1,397","1,311",,186,34,46,14,75,13,,,294,44,452,366,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,5,2022-02-05,"1,295","1,217",,162,20,40,15,59,11,12,0,282,34,429,361,,,Suppressed (counts 1-9),,,,,,,,,,,,
05/31/2023,Oklahoma,2022,6,2022-02-12,"1,227","1,136",,148,24,48,11,75,10,,,269,42,384,293,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,7,2022-02-19,"1,071","1,000",,149,32,49,,70,,11,,253,26,271,199,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,8,2022-02-26,902,822,,142,30,31,,51,,13,,226,40,177,116,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,9,2022-03-05,985,885,,149,34,27,21,70,,12,0,226,35,153,112,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
05/31/2023,Oklahoma,2022,10,2022-03-12,918,825,,151,25,35,18,58,10,,,246,44,86,49,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,11,2022-03-19,883,812,,163,38,28,13,68,,,,253,37,68,38,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,12,2022-03-26,821,736,,166,33,24,13,56,,13,,206,32,52,29,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,13,2022-04-02,829,743,,161,39,21,,45,,10,,226,42,40,27,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,14,2022-04-09,796,710,,148,31,,,62,,,,221,38,30,10,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,15,2022-04-16,790,705,10,140,23,31,10,45,,,,219,37,36,16,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,16,2022-04-23,827,740,,167,35,36,,50,,11,,208,39,27,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,17,2022-04-30,783,685,13,149,29,19,,46,,,,201,40,21,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
05/31/2023,Oklahoma,2022,18,2022-05-07,796,729,,179,28,18,10,53,12,19,,217,28,27,12,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,19,2022-05-14,825,732,,166,22,32,18,44,,,,213,38,20,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
05/31/2023,Oklahoma,2022,20,2022-05-21,741,665,,158,26,22,,54,,,,199,26,18,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
05/31/2023,Oklahoma,2022,21,2022-05-28,789,697,,151,32,27,,53,,11,,214,33,17,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,22,2022-06-04,769,673,,141,29,26,,39,10,,,186,41,31,15,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,23,2022-06-11,796,706,,143,25,21,,52,,,,206,33,29,12,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,24,2022-06-18,817,708,,135,33,29,,60,,,,236,40,22,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,25,2022-06-25,801,720,10,147,25,31,11,63,,,,223,27,33,15,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,26,2022-07-02,791,695,,180,30,23,,42,,,,214,31,30,21,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,27,2022-07-09,821,723,,140,30,20,,51,,,,235,32,28,13,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,28,2022-07-16,906,803,,160,44,31,,72,,10,,249,30,49,31,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,29,2022-07-23,810,714,,165,22,36,,41,,,,206,23,44,29,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,30,2022-07-30,837,750,,168,36,27,,50,,,,234,34,54,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,31,2022-08-06,796,696,,145,25,24,,36,,,,219,33,53,33,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,32,2022-08-13,815,731,10,151,16,24,,55,,10,0,215,30,69,37,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
05/31/2023,Oklahoma,2022,33,2022-08-20,817,732,,162,30,22,,66,,,,191,32,72,38,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,34,2022-08-27,838,761,,158,21,35,11,51,13,,,233,38,60,34,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,35,2022-09-03,816,731,,156,26,25,,48,,,,220,27,47,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,36,2022-09-10,803,721,,160,33,31,,43,,10,,213,36,46,29,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,37,2022-09-17,875,768,,143,31,35,,53,11,12,,227,37,56,29,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,38,2022-09-24,817,721,,142,39,37,,45,,14,,215,32,59,32,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,39,2022-10-01,802,699,,158,25,26,11,32,,,,203,37,38,22,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,40,2022-10-08,810,712,,164,25,27,,64,,,,174,29,39,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,41,2022-10-15,800,733,,154,28,32,,46,13,12,,211,34,36,19,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,42,2022-10-22,821,736,,155,31,22,11,54,,13,,234,33,32,21,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,43,2022-10-29,797,715,,146,22,31,10,53,,,,220,32,35,17,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2022,44,2022-11-05,853,792,,202,27,29,13,48,,,12,212,32,34,19,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2022,45,2022-11-12,827,741,,143,36,32,,62,,,21,216,36,22,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2022,46,2022-11-19,835,759,,169,31,26,,54,,,19,237,31,28,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2022,47,2022-11-26,881,811,,166,27,37,14,65,,,28,224,37,31,20,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2022,48,2022-12-03,976,894,12,176,31,35,29,75,,,39,247,40,38,20,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2022,49,2022-12-10,924,860,,153,25,33,32,72,,10,33,256,32,39,30,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
05/31/2023,Oklahoma,2022,50,2022-12-17,889,822,,156,23,27,23,72,,11,34,231,28,41,29,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
05/31/2023,Oklahoma,2022,51,2022-12-24,962,883,,141,34,35,29,73,,10,31,273,36,69,30,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
05/31/2023,Oklahoma,2022,52,2022-12-31,"1,013",946,,150,31,36,26,72,14,14,36,263,37,63,41,,,Suppressed (counts 1-9),,,,,,,,,,,,
05/31/2023,Oklahoma,2023,1,2023-01-07,"1,007",933,,138,41,28,28,67,,15,50,272,34,70,46,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
05/31/2023,Oklahoma,2023,2,2023-01-14,904,847,,143,29,37,17,72,,,41,248,30,69,47,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2023,3,2023-01-21,916,860,,151,17,31,24,59,,,38,250,37,56,35,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2023,4,2023-01-28,873,820,,141,23,31,,54,,13,49,254,37,51,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
05/31/2023,Oklahoma,2023,5,2023-02-04,850,796,,169,27,30,,62,,,46,215,39,41,26,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2023,6,2023-02-11,851,803,,141,21,31,15,63,,,50,253,30,51,35,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2023,7,2023-02-18,831,777,,132,23,32,12,67,,,54,215,31,30,12,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2023,8,2023-02-25,842,779,,171,26,26,10,56,,12,47,211,32,37,13,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
05/31/2023,Oklahoma,2023,9,2023-03-04,847,794,16,161,20,28,12,52,,,64,230,28,37,27,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2023,10,2023-03-11,830,775,,139,24,29,11,56,,10,63,208,42,28,16,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
05/31/2023,Oklahoma,2023,11,2023-03-18,833,783,10,141,30,27,12,48,14,11,56,217,41,34,13,,,,,,,,,,,,,,,
05/31/2023,Oklahoma,2023,12,2023-03-25,793,736,,131,26,23,11,46,10,,74,206,37,33,22,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2023,13,2023-04-01,822,770,,140,28,33,,74,,,60,198,42,34,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2023,14,2023-04-08,778,723,,164,19,22,12,44,,14,71,199,34,15,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9)
05/31/2023,Oklahoma,2023,15,2023-04-15,797,754,,141,17,24,12,70,10,,69,201,32,21,13,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2023,16,2023-04-22,783,734,,144,17,23,14,55,12,14,82,186,24,13,,,,Suppressed (counts 1-9),,,,,,,,,,,,Suppressed (counts 1-9)
05/31/2023,Oklahoma,2023,17,2023-04-29,725,697,,143,25,26,,59,,,80,179,38,11,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
05/31/2023,Oklahoma,2023,18,2023-05-06,677,640,,132,20,20,17,48,,10,63,156,36,11,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9)
05/31/2023,Oklahoma,2023,19,2023-05-13,616,599,,133,23,24,,35,,,54,168,31,15,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
05/31/2023,Oklahoma,2023,20,2023-05-20,424,424,,99,,24,,36,,,37,111,,12,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
05/31/2023,Oregon,2020,1,2020-01-04,737,683,,159,29,38,15,37,16,11,,139,50,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Oregon,2020,2,2020-01-11,764,686,,182,34,46,12,48,11,,,120,41,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oregon,2020,3,2020-01-18,769,702,,167,33,37,17,37,,,,139,28,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oregon,2020,4,2020-01-25,745,691,,146,25,37,18,51,14,,11,138,45,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
05/31/2023,Oregon,2020,5,2020-02-01,728,662,,155,18,45,11,30,,,16,139,46,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oregon,2020,6,2020-02-08,727,672,,157,26,35,12,59,,,,145,43,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oregon,2020,7,2020-02-15,783,732,,165,23,56,15,43,,,11,158,41,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oregon,2020,8,2020-02-22,733,674,,162,24,29,13,46,12,13,,150,33,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Oregon,2020,9,2020-02-29,735,666,,146,21,46,12,39,12,,15,150,39,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
05/31/2023,Oregon,2020,10,2020-03-07,788,716,,158,22,37,15,39,12,,12,148,49,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
05/31/2023,Oregon,2020,11,2020-03-14,746,689,,149,34,44,19,35,18,13,,139,36,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
05/31/2023,Oregon,2020,12,2020-03-21,775,699,,156,18,41,17,62,,,11,127,39,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
05/31/2023,Oregon,2020,13,2020-03-28,768,717,,141,37,51,12,52,10,,18,147,51,14,14,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
05/31/2023,Oregon,2020,14,2020-04-04,778,719,,161,28,41,15,28,10,,20,139,45,25,24,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
